order,id,date,time,title,url,visitCount,typedCount,transition
131,16664,5/6/2024,10:24:51,Gemini,https://gemini.google.com/app/8429ebc328fb615e,2,0,link
132,16636,5/6/2024,10:23:28,Gemini,https://gemini.google.com/app,3,0,link
133,16663,5/6/2024,10:18:46,Gemini,https://gemini.google.com/app/510093b2256ec6d9,1,0,link
134,16636,5/6/2024,10:18:09,Gemini,https://gemini.google.com/app,3,0,link
135,16636,5/6/2024,10:18:08,Gemini,https://gemini.google.com/app,3,0,reload
136,16662,5/6/2024,10:01:32,Testes Psicométricos,https://assessments.gupy.io/behavioral/0d62a1970b6443fd9f68b40cf317fee8/results/recruiter,1,0,link
137,16658,5/6/2024,10:01:28,Gupy,https://farmaciasapp.gupy.io/candidates/applications/436222737/steps/2437323026/test/behavioral_V1/result,1,0,link
138,16659,5/6/2024,10:01:28,Gupy,https://farmaciasapp.gupy.io/candidates/applications/436222737/steps/2437323026/test/behavioral_V1/callback,2,0,link
139,16660,5/6/2024,10:01:26,Gupy,https://farmaciasapp.gupy.io/candidates/auth,1,0,link
140,16659,5/6/2024,10:01:25,Gupy,https://farmaciasapp.gupy.io/candidates/applications/436222737/steps/2437323026/test/behavioral_V1/callback,2,0,link
141,16661,5/6/2024,10:01:15,Testes Psicométricos,https://assessments.gupy.io/behavioral/0d62a1970b6443fd9f68b40cf317fee8?utm_source=candidate&utm_medium=portal&utm_campaign=behavioral,1,0,link
142,16657,5/6/2024,10:00:39,Gupy,https://farmaciasapp.gupy.io/candidates/applications/436222737?cvUpdated=true,1,0,link
143,1661,5/6/2024,10:00:27,Olá! – Console do Google Cloud,https://console.cloud.google.com/welcome/new?project=circular-music-417811,2,0,link
144,1661,5/6/2024,10:00:26,Olá! – Console do Google Cloud,https://console.cloud.google.com/welcome/new?project=circular-music-417811,2,0,link
145,16655,5/6/2024,9:58:38,,https://push.getbeamer.com/push?product=nJNsJSdR35967&user_id=59a9806c-4caf-4500-ae35-95976bcc288d&language=PT&ref=https%3A%2F%2Ffarmaciasapp.gupy.io%2Fcandidates%2Fapplications%2F436222737%2Fsteps%2F2437323030%2Fcurriculum,1,0,link
146,16656,5/6/2024,9:58:29,Gupy,https://farmaciasapp.gupy.io/candidates/applications/436222737/steps/2437323030/curriculum,1,0,link
147,16648,5/6/2024,9:58:29,Gupy,https://farmaciasapp.gupy.io/candidates/jobs/7098519/apply?jobBoardSource=gupy_public_page,2,0,link
148,16651,5/6/2024,9:58:21,Gupy,https://farmaciasapp.gupy.io/candidates/auth/linkedin,1,0,form_submit
149,16652,5/6/2024,9:58:15,Autorizar | LinkedIn,https://www.linkedin.com/oauth/v2/login-success?app_id=4226463&auth_type=AC&flow=%7B%22scope%22%3A%22r_liteprofile+r_emailaddress%22%2C%22state%22%3A%22eff393c0-7a34-404c-a172-d17c33b4c3c5%22%2C%22appId%22%3A4226463%2C%22authorizationType%22%3A%22OAUTH2_AUTHORIZATION_CODE%22%2C%22authFlowName%22%3A%22generic-permission-list%22%2C%22currentSubStage%22%3A0%2C%22creationTime%22%3A1715000289753%2C%22redirectUri%22%3A%22https%3A%2F%2Fsecure-v2.gupy.io%2Fcandidates%2Flinkedin%2Fcallback%22%2C%22currentStage%22%3A%22LOGIN_SUCCESS%22%7D,1,0,form_submit
150,16654,5/6/2024,9:58:10,Entrar ou cadastrar-se no LinkedIn | LinkedIn,https://www.linkedin.com/uas/login?session_redirect=%2Foauth%2Fv2%2Flogin-success%3Fapp_id%3D4226463%26auth_type%3DAC%26flow%3D%257B%2522scope%2522%253A%2522r_liteprofile%2Br_emailaddress%2522%252C%2522state%2522%253A%2522eff393c0-7a34-404c-a172-d17c33b4c3c5%2522%252C%2522appId%2522%253A4226463%252C%2522authorizationType%2522%253A%2522OAUTH2_AUTHORIZATION_CODE%2522%252C%2522authFlowName%2522%253A%2522generic-permission-list%2522%252C%2522currentSubStage%2522%253A0%252C%2522creationTime%2522%253A1715000289753%252C%2522redirectUri%2522%253A%2522https%253A%252F%252Fsecure-v2.gupy.io%252Fcandidates%252Flinkedin%252Fcallback%2522%252C%2522currentStage%2522%253A%2522LOGIN_SUCCESS%2522%257D&fromSignIn=1&trk=oauth&cancel_redirect=%2Foauth%2Fv2%2Flogin-cancel%3Fapp_id%3D4226463%26auth_type%3DAC%26flow%3D%257B%2522scope%2522%253A%2522r_liteprofile%2Br_emailaddress%2522%252C%2522state%2522%253A%2522eff393c0-7a34-404c-a172-d17c33b4c3c5%2522%252C%2522appId%2522%253A4226463%252C%2522authorizationType%2522%253A%2522OAUTH2_AUTHORIZATION_CODE%2522%252C%2522authFlowName%2522%253A%2522generic-permission-list%2522%252C%2522currentSubStage%2522%253A0%252C%2522creationTime%2522%253A1715000289753%252C%2522redirectUri%2522%253A%2522https%253A%252F%252Fsecure-v2.gupy.io%252Fcandidates%252Flinkedin%252Fcallback%2522%252C%2522currentStage%2522%253A%2522LOGIN_SUCCESS%2522%257D,1,0,link
151,16647,5/6/2024,9:58:06,Gupy,https://farmaciasapp.gupy.io/candidates/signin,1,0,link
152,16648,5/6/2024,9:57:59,Gupy,https://farmaciasapp.gupy.io/candidates/jobs/7098519/apply?jobBoardSource=gupy_public_page,2,0,link
153,16649,5/6/2024,9:57:52,Página da Vaga | Analista de Dados PL,https://farmaciasapp.gupy.io/jobs/7098519?jobBoardSource=gupy_public_page,1,0,link
154,16640,5/6/2024,9:54:46,Google Developer Profile  |  Google for Developers,https://developers.google.com/profile/u/marcio_estevam?hl=pt-br&utm_source=cloud.google.com,2,0,link
155,16646,5/6/2024,9:45:16,Shortcut Keys Mouse Pad,https://kicklo.com/products/shortcut-keys-mouse-pad?ref=4_D8HvQNpn8Um7,1,0,link
156,16645,5/6/2024,9:39:50,Histórico_Google - Jupyter Notebook,http://localhost:8888/notebooks/Hist%C3%B3rico_Google.ipynb,1,0,link
157,16644,5/6/2024,9:39:04,Quick Chrome History Export,https://chromewebstore.google.com/detail/quick-chrome-history-expo/hdfpifhfphhgjipcnfnolgalplokmmge?pli=1,2,0,link
158,16641,5/6/2024,9:39:04,Quick Chrome History Export,https://chromewebstore.google.com/detail/quick-chrome-history-expo/hdfpifhfphhgjipcnfnolgalplokmmge,4,0,link
159,16644,5/6/2024,9:39:04,Quick Chrome History Export,https://chromewebstore.google.com/detail/quick-chrome-history-expo/hdfpifhfphhgjipcnfnolgalplokmmge?pli=1,2,0,link
160,16640,5/6/2024,9:36:31,Google Developer Profile  |  Google for Developers,https://developers.google.com/profile/u/marcio_estevam?hl=pt-br&utm_source=cloud.google.com,2,0,link
161,16639,5/6/2024,9:35:48,Google Cloud Innovators,https://cloud.google.com/innovators?hl=pt-br,1,0,link
162,16638,5/6/2024,9:35:09,Create a New Pen,https://codepen.io/pen/,2,0,link
163,16638,5/6/2024,9:35:08,Create a New Pen,https://codepen.io/pen/,2,0,link
164,16637,5/6/2024,9:34:39,naive_sentiment_classification,https://www.kaggle.com/code/thehustler2003/naive-sentiment-classification/input,4,0,link
165,16637,5/6/2024,9:34:39,naive_sentiment_classification,https://www.kaggle.com/code/thehustler2003/naive-sentiment-classification/input,4,0,link
166,16637,5/6/2024,9:34:39,naive_sentiment_classification,https://www.kaggle.com/code/thehustler2003/naive-sentiment-classification/input,4,0,link
167,16637,5/6/2024,9:34:38,naive_sentiment_classification,https://www.kaggle.com/code/thehustler2003/naive-sentiment-classification/input,4,0,link
168,16636,5/6/2024,9:34:13,Gemini,https://gemini.google.com/app,3,0,link
169,16635,5/6/2024,9:34:11,‎Gemini: conversas que vão potencializar suas ideias,https://gemini.google.com/,1,0,link
170,16634,5/6/2024,9:33:54,Get API key | Google AI Studio,https://aistudio.google.com/app/apikey?utm_source=website&utm_medium=referral&utm_campaign=Alura&utm_content=,1,0,link
171,16633,5/6/2024,9:33:53,Google AI Studio,https://aistudio.google.com/app/apikey/?utm_source=website&utm_medium=referral&utm_campaign=Alura&utm_content=,1,0,link
172,16580,5/6/2024,9:33:03,Uso inicial - testes | Google AI Studio,https://aistudio.google.com/app/prompts/1MJvlHkJLyPsuQ74T1wjeKQ0R8wlljzz5,2,0,link
173,16600,5/6/2024,9:32:44,Untitled prompt | Google AI Studio,https://aistudio.google.com/app/prompts/new_chat?utm_source=website&utm_medium=referral&utm_campaign=Alura&utm_content=,4,0,link
174,16601,5/6/2024,9:32:42,Google AI Studio,https://aistudio.google.com/app/prompts/new_chat/?utm_source=website&utm_medium=referral&utm_campaign=Alura&utm_content=,2,0,link
175,16632,5/6/2024,9:32:09,Untitled - Jupyter Notebook,http://localhost:8888/notebooks/Untitled.ipynb?kernel_name=python3,2,0,link
176,16631,5/6/2024,9:31:30,Home Page - Select or create a notebook,http://localhost:8888/tree,1,1,typed
177,16630,5/6/2024,9:31:29,Opening Jupyter Notebook,file:///home/marcio-estevam/.local/share/jupyter/runtime/nbserver-10323-open.html,1,0,auto_toplevel
178,16629,5/6/2024,9:27:46,Opening Jupyter Notebook,file:///home/marcio-estevam/.local/share/jupyter/runtime/nbserver-9919-open.html,1,0,auto_toplevel
179,16628,5/6/2024,9:27:02,,chrome-extension://fnpbeacklnhmkkilekogeiekaglbmmka/content/ui/blockedPage.html?originalURL=https://agamantykeon.com/4/3153670&reportURL=https://safeweb.norton.com/report/show?url=https://agamantykeon.com/4/3153670&ulang=pt_br&blockPageType=malicious&continueToSiteURL=https://agamantykeon.com/4/3153670,1,0,link
180,16627,5/6/2024,9:27:02,Redirect,https://agamantykeon.com/4/3153670,1,0,link
181,16626,5/6/2024,9:27:01,chrome-extension://fnpbeacklnhmkkilekogeiekaglbmmka/content/ui/blockedPage.html?originalURL=https://agamantykeon.com/4/3153670&blockPageType=IPS&IpsSignature=31349#,chrome-extension://fnpbeacklnhmkkilekogeiekaglbmmka/content/ui/blockedPage.html?originalURL=https://agamantykeon.com/4/3153670&blockPageType=IPS&IpsSignature=31349#,1,0,link
182,16625,5/6/2024,9:26:59,,chrome-extension://fnpbeacklnhmkkilekogeiekaglbmmka/content/ui/blockedPage.html?originalURL=https://agamantykeon.com/4/3153670&blockPageType=IPS&IpsSignature=31349,1,0,link
183,16624,5/6/2024,9:26:36,Ummy online video downloader - download de videos online,https://ummy.net/pt33ZN/,4,1,typed
184,16623,5/6/2024,9:26:18,Como baixar vídeos do YouTube sem programas e totalmente de graça,https://www.techtudo.com.br/dicas-e-tutoriais/2024/04/como-baixar-videos-do-youtube-sem-programas-e-totalmente-de-graca-edsoftwares.ghtml,5,0,link
185,16623,5/6/2024,9:26:18,Como baixar vídeos do YouTube sem programas e totalmente de graça,https://www.techtudo.com.br/dicas-e-tutoriais/2024/04/como-baixar-videos-do-youtube-sem-programas-e-totalmente-de-graca-edsoftwares.ghtml,5,0,link
186,16623,5/6/2024,9:26:08,Como baixar vídeos do YouTube sem programas e totalmente de graça,https://www.techtudo.com.br/dicas-e-tutoriais/2024/04/como-baixar-videos-do-youtube-sem-programas-e-totalmente-de-graca-edsoftwares.ghtml,5,0,link
187,16623,5/6/2024,9:25:36,Como baixar vídeos do YouTube sem programas e totalmente de graça,https://www.techtudo.com.br/dicas-e-tutoriais/2024/04/como-baixar-videos-do-youtube-sem-programas-e-totalmente-de-graca-edsoftwares.ghtml,5,0,link
188,16623,5/6/2024,9:25:35,Como baixar vídeos do YouTube sem programas e totalmente de graça,https://www.techtudo.com.br/dicas-e-tutoriais/2024/04/como-baixar-videos-do-youtube-sem-programas-e-totalmente-de-graca-edsoftwares.ghtml,5,0,link
189,16616,5/6/2024,9:25:31,baixar video youtube - Pesquisa Google,https://www.google.com/search?q=baixar+video+youtube&oq=baixar+video+youtube&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBCDUzNjdqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,4,0,generated
190,16622,5/6/2024,9:25:12,,chrome-extension://fnpbeacklnhmkkilekogeiekaglbmmka/content/ui/blockedPage.html?originalURL=https://gloogruk.com/4/4683427&reportURL=https://safeweb.norton.com/report/show?url=https://gloogruk.com/4/4683427&ulang=pt_br&blockPageType=malicious&continueToSiteURL=https://gloogruk.com/4/4683427,1,0,link
191,16621,5/6/2024,9:25:11,Redirect,https://gloogruk.com/4/4683427,1,0,link
192,16619,5/6/2024,9:24:59,YouTube 1080p Video Downloader,https://downloaderto.com/ptZy/,1,0,link
193,16616,5/6/2024,9:24:55,baixar video youtube - Pesquisa Google,https://www.google.com/search?q=baixar+video+youtube&oq=baixar+video+youtube&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBCDUzNjdqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,4,0,generated
194,16618,5/6/2024,9:24:54,,chrome-extension://fnpbeacklnhmkkilekogeiekaglbmmka/content/ui/blockedPage.html?originalURL=https://y2meta.mobi/pt/&reportURL=https://safeweb.norton.com/report/show?url=https://y2meta.mobi/pt/&ulang=pt_br&blockPageType=malicious&continueToSiteURL=https://y2meta.mobi/pt/,1,0,link
195,16617,5/6/2024,9:24:53,Y2meta - Baixador do YouTube | Baixar vídeo do YouTube grátis,https://y2meta.mobi/pt/,1,0,link
196,16616,5/6/2024,9:24:47,baixar video youtube - Pesquisa Google,https://www.google.com/search?q=baixar+video+youtube&oq=baixar+video+youtube&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBCDUzNjdqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,4,0,link
197,16616,5/6/2024,9:24:47,baixar video youtube - Pesquisa Google,https://www.google.com/search?q=baixar+video+youtube&oq=baixar+video+youtube&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBCDUzNjdqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,4,0,generated
198,16593,5/6/2024,9:22:48,Imersões | Alura - Cursos online de tecnologia,https://cursos.alura.com.br/imersoes/aulas/aula-1-mergulhando-no-gemini-a-ia-do-google-c128,3,0,link
199,16615,5/6/2024,9:22:31,Imersão Inteligência Artificial 2ª Edição | Alura - Cursos online de tecnologia,https://cursos.alura.com.br/imersao?utm_campaign=imersao-ia-google&utm_medium=email&_hsenc=p2ANqtz--_BYNTT05yQUMo481A9Z2wmHoobV4POmMaiElXmKgL7c9S9ouWly5gYlqtcWsDU3dQs9HfQ-fCAgXiS7dqbKrlYwVk8A&_hsmi=305564933&utm_content=aula-01&utm_source=hubspot,1,0,link
200,205,5/6/2024,9:21:05,Dashboard | Alura - Cursos online de tecnologia,https://cursos.alura.com.br/dashboard,1,0,auto_bookmark
201,16593,5/6/2024,8:08:25,Imersões | Alura - Cursos online de tecnologia,https://cursos.alura.com.br/imersoes/aulas/aula-1-mergulhando-no-gemini-a-ia-do-google-c128,3,0,reload
202,16593,5/6/2024,8:07:09,Imersões | Alura - Cursos online de tecnologia,https://cursos.alura.com.br/imersoes/aulas/aula-1-mergulhando-no-gemini-a-ia-do-google-c128,3,0,link
203,16594,5/6/2024,8:06:53,Login | Alura - Cursos online de tecnologia,https://cursos.alura.com.br/imersao?utm_campaign=imersao-ia-google&utm_medium=email&_hsenc=p2ANqtz-_Teg4J1t6EncuEfEAPUq-stRgiiLp_lbfdzQDf64Ujb_KH9VwVumRwf8ukZprRjvQLeSl9RQMiZOrihkSXNHCoJS1jMw&_hsmi=305564933&utm_content=aula-01&utm_source=hubspot,2,0,form_submit
204,16594,5/6/2024,8:06:49,Login | Alura - Cursos online de tecnologia,https://cursos.alura.com.br/imersao?utm_campaign=imersao-ia-google&utm_medium=email&_hsenc=p2ANqtz-_Teg4J1t6EncuEfEAPUq-stRgiiLp_lbfdzQDf64Ujb_KH9VwVumRwf8ukZprRjvQLeSl9RQMiZOrihkSXNHCoJS1jMw&_hsmi=305564933&utm_content=aula-01&utm_source=hubspot,2,0,link
205,16596,5/6/2024,8:06:49,Login | Alura - Cursos online de tecnologia,https://cursos.alura.com.br/loginForm?urlAfterLogin=%5BaHR0cHM6Ly9jdXJzb3MuYWx1cmEuY29tLmJyL2ltZXJzYW8_dXRtX2NhbXBhaWduPWltZXJzYW8taWEtZ29vZ2xlJnV0bV9tZWRpdW09ZW1haWwmX2hzZW5jPXAyQU5xdHotX1RlZzRKMXQ2RW5jdUVmRUFQVXEtc3RSZ2lpTHBfbGJmZHpRRGY2NFVqYl9LSDlWd1Z1bVJ3Zjh1a1pwclJqdlFMZVNsOVJRTWlaT3JpaGtTWE5IQ29KUzFqTXcmX2hzbWk9MzA1NTY0OTMzJnV0bV9jb250ZW50PWF1bGEtMDEmdXRtX3NvdXJjZT1odWJzcG90%5D,1,0,link
206,16598,5/6/2024,0:34:37,"O que é IA Generativa? GPT, ChatGPT e Midjourney | Alura",https://www.alura.com.br/artigos/inteligencia-artificial-ia-generativa-chatgpt-gpt-midjourney?utm_source=notionmaterial-rico&utm_content=guia-de-mergulho-imersao-ia&utm_campaign=imersao-ia-google,1,0,link
207,16599,5/6/2024,0:34:28,"Inteligência Artificial: o que é, como funciona e Guia de IA | Alura",https://www.alura.com.br/artigos/inteligencia-artificial-ia?utm_source=notionmaterial-rico&utm_content=guia-de-mergulho-imersao-ia&utm_campaign=imersao-ia-google,1,0,link
208,16600,5/6/2024,0:27:05,Untitled prompt | Google AI Studio,https://aistudio.google.com/app/prompts/new_chat?utm_source=website&utm_medium=referral&utm_campaign=Alura&utm_content=,4,0,link
209,16600,5/6/2024,0:27:05,Untitled prompt | Google AI Studio,https://aistudio.google.com/app/prompts/new_chat?utm_source=website&utm_medium=referral&utm_campaign=Alura&utm_content=,4,0,link
210,16580,5/6/2024,0:26:55,Uso inicial - testes | Google AI Studio,https://aistudio.google.com/app/prompts/1MJvlHkJLyPsuQ74T1wjeKQ0R8wlljzz5,2,0,link
211,16600,5/6/2024,0:26:36,Untitled prompt | Google AI Studio,https://aistudio.google.com/app/prompts/new_chat?utm_source=website&utm_medium=referral&utm_campaign=Alura&utm_content=,4,0,link
212,16601,5/6/2024,0:26:34,Google AI Studio,https://aistudio.google.com/app/prompts/new_chat/?utm_source=website&utm_medium=referral&utm_campaign=Alura&utm_content=,2,0,link
213,16602,5/6/2024,0:24:18,O que é o Google Gemini e o que esse modelo de IA é capaz de fazer — com exemplo prático | Alura,https://www.alura.com.br/artigos/google-gemini?utm_source=notion&utm_medium=material-rico&utm_content=guia-de-mergulho&utm_campaign=imersao-ia-google,1,0,link
214,16603,5/6/2024,0:20:30,Imersão IA [Guia de Mergulho],https://grupoalura.notion.site/Imers-o-IA-Guia-de-Mergulho-41ae5fadd8fd47899167a115e96244d9#ebc1d1d315b442299c5b94ea97269fbb,1,0,link
215,16604,5/6/2024,0:20:29,Imersão IA [Guia de Mergulho],https://grupoalura.notion.site/41ae5fadd8fd47899167a115e96244d9?pvs=25#ebc1d1d315b442299c5b94ea97269fbb,1,0,link
216,16605,5/6/2024,0:20:02,Imersão IA [Guia de Mergulho],https://grupoalura.notion.site/Imers-o-IA-Guia-de-Mergulho-41ae5fadd8fd47899167a115e96244d9,1,0,link
217,16606,5/6/2024,0:17:39,perturbação do sossego - Pesquisa Google,https://www.google.com/search?q=perturba%C3%A7%C3%A3o+do+sossego&oq=perturba%C3%A7%C3%A3o+do+sossego+&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBCDg1MTdqMGo3qAIAsAIB&client=ms-android-motorola-rvo3&sourceid=chrome-mobile&ie=UTF-8,3,0,reload
218,16606,5/5/2024,21:31:26,perturbação do sossego - Pesquisa Google,https://www.google.com/search?q=perturba%C3%A7%C3%A3o+do+sossego&oq=perturba%C3%A7%C3%A3o+do+sossego+&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBCDg1MTdqMGo3qAIAsAIB&client=ms-android-motorola-rvo3&sourceid=chrome-mobile&ie=UTF-8,3,0,generated
219,16608,5/5/2024,21:31:15,Juiz orienta sobre como proceder em casos de perturbações do sossego e poluição sonora,https://www.tjap.jus.br/portal/noticias/juiz-orienta-sobre-como-proceder-em-casos-de-perturbacoes-do-sossego-e-poluicao-sonora.html,1,0,link
220,16606,5/5/2024,21:30:59,perturbação do sossego - Pesquisa Google,https://www.google.com/search?q=perturba%C3%A7%C3%A3o+do+sossego&oq=perturba%C3%A7%C3%A3o+do+sossego+&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBCDg1MTdqMGo3qAIAsAIB&client=ms-android-motorola-rvo3&sourceid=chrome-mobile&ie=UTF-8,3,0,generated
221,16612,5/5/2024,19:00:27,"Funko Fusion Announces Release Date and Names Jurassic World, Back to the Future, and Other IPs Appearing in Game - IGN",https://www.ign.com/articles/funko-fusion-announces-release-date-and-names-jurassic-world-back-to-the-future-and-other-ips-appearing-in-game,1,0,link
